SK_ID_CURR,TARGET
101354,0.45
101355,0.48
101356,0.37
101362,0.33
101363,0.4
101365,0.35
101366,0.44
101367,0.36
101368,0.3
101374,0.3
101380,0.36
101383,0.39
101398,0.31
101399,0.46
101401,0.47
101412,0.41
101426,0.4
101427,0.44
101428,0.49
101429,0.42
101434,0.32
101440,0.31
101448,0.45
101449,0.39
101465,0.33
101467,0.34
101472,0.43
101478,0.48
101497,0.42
101504,0.46
101547,0.32
101548,0.42
101555,0.49
101570,0.34
101572,0.46
101578,0.36
101580,0.38
101588,0.48
101602,0.31
101610,0.46
101614,0.46
101616,0.43
101643,0.39
101644,0.44
101649,0.47
101650,0.41
101665,0.37
101667,0.39
101669,0.33
101674,0.33
101675,0.36
101678,0.45
101682,0.38
101686,0.46
101697,0.46
101700,0.4
101711,0.27
101714,0.37
101715,0.48
101728,0.4
101732,0.47
101757,0.44
101758,0.41
101759,0.42
101762,0.42
101764,0.33
101780,0.45
101784,0.34
101789,0.35
101816,0.57
101819,0.32
101827,0.31
101863,0.39
101867,0.49
101870,0.36
101873,0.46
101878,0.39
101879,0.44
101880,0.32
101887,0.29
101897,0.39
101901,0.46
101903,0.46
101920,0.35
101921,0.42
101922,0.41
101961,0.45
101962,0.37
101971,0.37
101976,0.42
102002,0.5
102005,0.4
102007,0.42
102017,0.34
102019,0.39
102029,0.29
102051,0.39
102052,0.27
102054,0.31
102062,0.48
102067,0.48
102068,0.37
102070,0.35
102090,0.31
102092,0.37
102099,0.45
102100,0.36
102112,0.41
102113,0.34
102122,0.46
102123,0.41
102125,0.45
102126,0.49
102146,0.34
102147,0.49
102151,0.34
102158,0.43
102159,0.41
102162,0.35
102165,0.39
102166,0.41
102174,0.36
102193,0.44
102198,0.42
102205,0.47
102206,0.31
102218,0.37
102221,0.43
102230,0.45
102238,0.35
102248,0.39
102252,0.41
102259,0.42
102262,0.47
102273,0.27
102286,0.44
102293,0.4
102294,0.39
102296,0.36
102298,0.4
102303,0.35
102309,0.44
102315,0.29
102340,0.35
102342,0.46
102344,0.47
102346,0.32
102347,0.43
102374,0.48
102380,0.42
102387,0.24
102393,0.41
102403,0.35
102413,0.39
102414,0.34
102415,0.38
102416,0.35
102439,0.42
102441,0.39
102443,0.31
102444,0.53
102445,0.44
102448,0.38
102449,0.42
102450,0.46
102456,0.42
102458,0.36
102459,0.35
102465,0.36
102470,0.46
102471,0.34
102475,0.34
102476,0.39
102506,0.41
102509,0.49
102519,0.4
102522,0.33
102545,0.28
102549,0.4
102562,0.29
102563,0.38
102568,0.45
102582,0.35
102592,0.38
102597,0.37
102605,0.4
102614,0.3
102617,0.4
102634,0.45
102652,0.39
102655,0.39
102671,0.37
102694,0.51
102701,0.34
102703,0.33
102704,0.34
102713,0.35
102720,0.41
102731,0.29
102733,0.31
102749,0.47
102755,0.41
102763,0.3
102770,0.28
102772,0.41
102799,0.45
102838,0.34
102854,0.45
102862,0.41
102863,0.43
102867,0.27
102868,0.32
102878,0.37
102887,0.39
102898,0.4
102904,0.31
102912,0.32
102919,0.4
102927,0.37
102932,0.4
102933,0.37
102935,0.4
102958,0.36
102969,0.41
102971,0.41
102975,0.33
102979,0.38
102982,0.31
102987,0.45
102989,0.41
102995,0.46
102996,0.34
103000,0.34
103001,0.4
103004,0.45
103010,0.36
103025,0.5
103029,0.33
103046,0.42
103056,0.44
103062,0.43
103078,0.28
103083,0.4
103092,0.37
103096,0.38
103097,0.39
103102,0.48
103112,0.4
103132,0.44
103144,0.36
103145,0.3
103146,0.35
103147,0.39
103158,0.4
103171,0.38
103173,0.3
103184,0.34
103195,0.44
103196,0.4
103206,0.43
103230,0.43
103231,0.4
103232,0.39
103239,0.44
103240,0.33
103243,0.35
103252,0.36
103258,0.31
103259,0.33
103279,0.32
103280,0.41
103286,0.4
103287,0.44
103290,0.36
103298,0.35
103315,0.34
103319,0.34
103334,0.42
103336,0.34
103345,0.38
103368,0.31
103371,0.4
103377,0.37
103398,0.35
103404,0.43
103408,0.47
103410,0.41
103418,0.44
103420,0.42
103432,0.36
103433,0.4
103436,0.41
103440,0.32
103453,0.34
103459,0.36
103460,0.38
103461,0.37
103462,0.39
103473,0.44
103474,0.27
103475,0.48
103478,0.42
103480,0.45
103484,0.3
103494,0.44
103513,0.36
103515,0.34
103516,0.41
103525,0.34
103541,0.49
103544,0.37
103562,0.51
103570,0.56
103572,0.4
103574,0.25
103575,0.51
103591,0.39
103594,0.5
103609,0.43
103613,0.35
103614,0.36
103615,0.44
103624,0.36
103625,0.45
103628,0.58
103629,0.32
103647,0.36
103648,0.4
103651,0.33
103658,0.33
103668,0.42
103669,0.31
103676,0.47
103682,0.43
103683,0.49
103689,0.35
103725,0.39
103733,0.45625
103744,0.41
103762,0.41
103771,0.48
103773,0.36
103783,0.45
103784,0.43
103808,0.4
103812,0.42
103813,0.44
103814,0.37
103818,0.44
103824,0.29
103828,0.32
103830,0.35
103840,0.33
103842,0.43
103847,0.5
103848,0.42
103851,0.42
103854,0.43
103857,0.43
103861,0.34
103862,0.38
103865,0.4
103870,0.37
103876,0.36
103891,0.53
103908,0.32
103914,0.4
103918,0.47
103940,0.27
103963,0.5
103966,0.37
103971,0.44
103980,0.39
103984,0.4
103985,0.36
103998,0.51
104019,0.32
104026,0.48
104035,0.41
104044,0.36
104045,0.35
104047,0.43
104051,0.35
104058,0.43
104063,0.44
104066,0.56
104087,0.37
104089,0.37
104095,0.43
104098,0.47
104104,0.32
104110,0.36
104120,0.44
104122,0.29
104131,0.34
104132,0.37
104135,0.39
104136,0.4
104149,0.25
104150,0.36
104156,0.43
104165,0.43
104175,0.38
104179,0.43
104184,0.48
104206,0.37
104216,0.51
104230,0.4
104257,0.38
104272,0.39
104273,0.31
104278,0.32
104294,0.43
104295,0.26
104297,0.31
104298,0.27
104308,0.41
104318,0.35
104319,0.46
104320,0.41
104327,0.5
104334,0.32
104344,0.43
104350,0.4
104351,0.46
104354,0.33
104369,0.41
104376,0.4
104381,0.45
104384,0.32
104391,0.29
104394,0.41
104398,0.48
104402,0.33
104408,0.52
104409,0.36
104410,0.56
104412,0.3
104417,0.46
104424,0.35
104426,0.42
104435,0.49
104445,0.34
104458,0.36
104460,0.48
104466,0.38
104472,0.32
104473,0.46
104479,0.39
104480,0.37
104482,0.49
104499,0.35
104501,0.31
104502,0.39
104506,0.3
104510,0.29
104512,0.47
104520,0.49
104528,0.32
104529,0.34
104541,0.4
104578,0.41
104584,0.27
104588,0.37
104602,0.43
104610,0.46
104611,0.35
104618,0.48
104620,0.35
104622,0.35
104624,0.38
104625,0.39
104634,0.4
104639,0.24
104646,0.33
104647,0.34
104652,0.4
104670,0.48
104677,0.38
104685,0.46
104691,0.41
104696,0.45
104699,0.35
104712,0.47
104714,0.41
104717,0.43
104718,0.31
104740,0.36
104741,0.34
104743,0.28
104744,0.34
104747,0.37
104767,0.39
104772,0.43
104776,0.55
104779,0.34
104814,0.4
104815,0.31
104830,0.35
104831,0.44
104833,0.43
104839,0.4
104840,0.31
104860,0.3
104861,0.33
104866,0.32
104870,0.48
104877,0.41
104878,0.34
104879,0.41
104880,0.39
104899,0.37
104906,0.46
104907,0.4
104913,0.44
104916,0.42
104921,0.4
104930,0.3
104931,0.44
104936,0.31
104937,0.36
104942,0.46
104943,0.4
104969,0.36
104972,0.51
104988,0.38
105013,0.46
105015,0.43
105019,0.5
105027,0.43
105030,0.35
105035,0.51
105041,0.38
105051,0.34
105056,0.43
105067,0.50625
105071,0.32
105072,0.36
105074,0.38
105091,0.46
105101,0.37
105103,0.32
105134,0.41
105139,0.38
105142,0.43
105146,0.35
105163,0.29
105168,0.45
105172,0.35
105176,0.51
105195,0.41
105196,0.47
105197,0.43
105203,0.43
105223,0.38
105227,0.49
105228,0.29
105230,0.47
105231,0.5
105239,0.3
105242,0.38
105244,0.44
105245,0.39
105248,0.42
105249,0.37
105266,0.43
105271,0.41
105276,0.41
105282,0.4
105292,0.38
105297,0.34
105332,0.46
105333,0.37
105343,0.38
105344,0.44
105345,0.43
105357,0.35
105359,0.36
105366,0.32
105367,0.42
105370,0.36
105377,0.39
105390,0.39
105399,0.32
105403,0.43
105404,0.36
105414,0.39
105417,0.37
105425,0.35
105452,0.33
105454,0.41
105456,0.35
105470,0.38
105471,0.42
105483,0.45
105493,0.54
105508,0.46
105514,0.46
105515,0.38
105528,0.54
105529,0.43
105531,0.33
105532,0.43
105558,0.31
105574,0.34
105578,0.37
105584,0.43
105595,0.28
105617,0.47
105618,0.49
105621,0.39
105625,0.28
105629,0.37
105630,0.35
105634,0.37
105635,0.37
105641,0.36
105647,0.53
105648,0.37
105655,0.43
105657,0.44
105672,0.39
105678,0.4
105682,0.35
105691,0.47
105692,0.37
105706,0.4
105712,0.42
105720,0.29
105734,0.38
105735,0.41
105736,0.37
105737,0.38
105738,0.43
105740,0.34
105744,0.39
105747,0.38
105749,0.51
105754,0.4
105758,0.4
105760,0.33
105767,0.47
105784,0.45
105791,0.3
105802,0.42
105807,0.44
105809,0.38
105816,0.36
105817,0.33
105824,0.48
105832,0.39
105856,0.38
105865,0.35
105899,0.39
105906,0.43
105916,0.41
105923,0.41
105937,0.48
105965,0.38
105966,0.32
105968,0.43
105973,0.36
105976,0.45
105978,0.38
105979,0.32
105991,0.47
105998,0.39
105999,0.38
106000,0.52
106001,0.35
106010,0.39
106011,0.36
106013,0.44
106015,0.41
106026,0.35
106032,0.43
106035,0.43
106040,0.39
106041,0.48
106044,0.36
106053,0.48
106054,0.29
106065,0.43
106081,0.38
106083,0.5
106087,0.38
106090,0.46
106101,0.39
106102,0.37
106109,0.35
106116,0.49
106150,0.36
106155,0.38
106166,0.36
106176,0.44
106189,0.29
106199,0.44
106205,0.32
106206,0.33
106211,0.36
106214,0.31
106216,0.39
106217,0.39
106225,0.3
106249,0.5
106256,0.51
106258,0.31
106261,0.27
106262,0.39
106264,0.33
106271,0.38
106276,0.37
106277,0.39
106286,0.51
106293,0.37
106295,0.37
106296,0.37
106297,0.35
106298,0.38
106311,0.32
106314,0.43
106320,0.47
106334,0.43
106346,0.4
106347,0.35
106349,0.36
106354,0.38
106360,0.37
106373,0.29
106377,0.39
106386,0.38
106387,0.36
106391,0.35
106401,0.39
106411,0.39
106413,0.49
106426,0.39
106427,0.42
106428,0.48
106434,0.31
106438,0.4
106440,0.35
106441,0.29
106452,0.42
106453,0.36
106454,0.3
106457,0.4
106484,0.44
106488,0.48
106491,0.51
106514,0.38
106527,0.45
106528,0.39
106529,0.35
106534,0.51
106550,0.45
106577,0.44
106585,0.44
106590,0.37
106607,0.44
106610,0.45
106611,0.41
106612,0.29
106624,0.32
106631,0.27
106647,0.41
106660,0.43
106674,0.43
106687,0.43
106712,0.35
106713,0.46
106717,0.38
106720,0.48
106721,0.37
106724,0.33
106735,0.36
106739,0.36
106740,0.47
106754,0.35
106760,0.5
106761,0.46
106784,0.36
106787,0.44
106797,0.34
106798,0.39
106802,0.44
106803,0.41
106804,0.56
106805,0.33
106810,0.47
106812,0.4
106813,0.37
106817,0.41
106822,0.34
106823,0.3
106827,0.39
106841,0.34
106851,0.42
106852,0.36
106853,0.4
106854,0.41
106861,0.31
106873,0.5
106877,0.39
106878,0.32
106881,0.3
106900,0.36
106906,0.39
106907,0.4
106914,0.43
106916,0.41
106924,0.35
106931,0.39
106936,0.45
106937,0.41
106938,0.28
106939,0.45
106943,0.46
106944,0.46
106967,0.33
106980,0.37
106986,0.32
106987,0.32
106990,0.36
107013,0.36
107023,0.38
107033,0.42
107037,0.45
107048,0.38
107071,0.36
107081,0.34
107113,0.37
107130,0.4
107131,0.4
107145,0.48
107156,0.42
107219,0.43
107222,0.43
107223,0.53
107232,0.49
107245,0.38
107246,0.31
107247,0.34
107256,0.29
107259,0.37
107260,0.32
107279,0.47
107280,0.44
107281,0.36
107285,0.45
107329,0.34
107337,0.36
107349,0.35
107350,0.32
107351,0.39
107359,0.41
107391,0.35
107394,0.41
107395,0.35
107406,0.37
107416,0.42
107417,0.43
107418,0.45
107419,0.48
107444,0.29
107445,0.33
107446,0.4
107460,0.5
107470,0.4
107475,0.51
107520,0.35
107526,0.41
107527,0.42
107530,0.33
107532,0.45
107534,0.35
107535,0.42
107554,0.58
107556,0.34
107559,0.38
107561,0.29
107564,0.32
107566,0.34
107571,0.42
107590,0.4
107602,0.38
107625,0.46
107626,0.46
107635,0.42
107636,0.38
107645,0.56
107652,0.55
107655,0.45
107668,0.39
107670,0.33
107677,0.42
107680,0.4
107683,0.35
107684,0.45
107691,0.38
107692,0.44
107703,0.41
107709,0.28
107710,0.41
107721,0.46
107725,0.44
107727,0.41
107739,0.33
107740,0.39
107741,0.48
107747,0.37
107765,0.45
107768,0.43
107775,0.41
107782,0.51
107790,0.4
107801,0.29
107807,0.42
107811,0.34
107817,0.36
107826,0.37
107838,0.41
107839,0.37
107843,0.29
107847,0.36
107849,0.43
107850,0.43
107867,0.4
107871,0.35
107908,0.34
107913,0.45
107927,0.45
107931,0.44
107955,0.43
107962,0.4
107977,0.46
107978,0.33
107993,0.3
108010,0.43
108016,0.41
108018,0.54
108027,0.39
108045,0.43
108069,0.41
108082,0.36
108089,0.4
108092,0.39
108106,0.35
108112,0.36
108120,0.42
108122,0.4
108135,0.45
108170,0.38
108171,0.47
108177,0.3
108180,0.31
108183,0.34
108184,0.28
108185,0.48
108192,0.38
108195,0.46
108196,0.37
108218,0.31
108219,0.43
108243,0.47
108249,0.33
108251,0.34
108274,0.34
108280,0.52
108289,0.32
108292,0.43
108295,0.35
108327,0.42
108332,0.43
108346,0.3
108349,0.44
108353,0.41
108362,0.49
108363,0.34
108377,0.49
108378,0.42
108381,0.29
108383,0.44
108390,0.4
108407,0.38
108408,0.48
108411,0.31
108412,0.5
108419,0.37
108436,0.46
108437,0.47
108438,0.38
108441,0.3
108448,0.27
108449,0.38
108466,0.39
108467,0.43
108473,0.49
108474,0.39
108476,0.4
108479,0.36
108486,0.37
108493,0.42
108501,0.34
108506,0.47
108510,0.44
108511,0.33
108514,0.38
108517,0.26
108519,0.32
108522,0.34
108548,0.46
108554,0.39
108555,0.43
108559,0.35
108562,0.45
108571,0.41
108572,0.35
108579,0.31
108583,0.36
108584,0.29
108592,0.34
108602,0.32
108609,0.38
108613,0.44
108616,0.45
108618,0.45
108620,0.35
108643,0.29
108649,0.36
108654,0.46
108655,0.4
108656,0.43
108667,0.39
108668,0.41
108682,0.38
108690,0.43
108691,0.34
108692,0.44
108695,0.41
108699,0.39
108710,0.36
108718,0.41
108739,0.38
108740,0.33
108741,0.31
108742,0.33
108763,0.26
108767,0.41
108769,0.42
108779,0.49
108788,0.29
108801,0.44
108802,0.39
108810,0.33
108811,0.42
108813,0.28
108814,0.32
108825,0.27
108826,0.47
108830,0.49
108834,0.36
108852,0.34
108887,0.47
108901,0.46
108908,0.39
108910,0.25
108920,0.46
108922,0.39
108929,0.4
108930,0.34
108937,0.45
108938,0.29
108943,0.42
108948,0.32
108953,0.37
108956,0.37
108965,0.37
108985,0.54
108986,0.57
108987,0.44
108990,0.37
108991,0.39
108993,0.49
109000,0.54
109001,0.42
109012,0.43
109014,0.43
109015,0.44
109021,0.24
109037,0.41
109042,0.51
109044,0.46
109046,0.5
109064,0.29
109084,0.52
109086,0.41
109092,0.36
109093,0.46
109100,0.39
109101,0.38
109110,0.39
109114,0.45
109126,0.51
109152,0.25
109162,0.36
109167,0.37
109168,0.42
109169,0.34
109179,0.45
109184,0.55
109191,0.33
109192,0.47
109193,0.26
109196,0.3
109206,0.43
109210,0.35
109244,0.36
109249,0.48
109273,0.37
109276,0.46
109281,0.36
109287,0.39
109297,0.47
109298,0.38
109306,0.45
109309,0.44
109321,0.5
109328,0.37
109336,0.41
109342,0.49
109346,0.32
109347,0.32
109348,0.52
109362,0.41
109363,0.43
109367,0.35
109370,0.34
109393,0.42
109405,0.38
109413,0.37
109414,0.44
109421,0.48
109427,0.42
109428,0.44
109429,0.49
109437,0.37
109443,0.35
109461,0.45
109468,0.41
109469,0.38
109471,0.44
109479,0.46
109484,0.39
109501,0.43
109505,0.33
109535,0.31
109539,0.36
109544,0.35
109545,0.35
109551,0.49
109553,0.36
109555,0.28
109561,0.48
109580,0.32
109583,0.42
109593,0.4
109604,0.44
109620,0.44
109635,0.34
109637,0.58
109638,0.41
109642,0.37
109649,0.38
109652,0.33
109656,0.4
109663,0.4
109696,0.43
109700,0.5
109709,0.37
109735,0.35
109740,0.4
109741,0.32
109749,0.4
109764,0.32
109771,0.48
109772,0.41
109773,0.42
109798,0.35
109802,0.47
109804,0.38
109813,0.44
109818,0.45
109848,0.39
109850,0.4
109851,0.43
109855,0.41
109871,0.54
109877,0.37
109883,0.28
109886,0.32
109905,0.46
109936,0.47
109950,0.49
109958,0.42
109959,0.47
109969,0.43
109971,0.27
109984,0.28
109985,0.43
109988,0.36
109992,0.38
110005,0.43
110009,0.29
110011,0.44
110014,0.36
110026,0.29
110042,0.42
110058,0.36
110069,0.44
110080,0.32
110087,0.36
110091,0.35
110094,0.51
110098,0.49
110105,0.36
110117,0.36
110136,0.29
110138,0.41
110149,0.36
110164,0.35
110202,0.55
110212,0.32
110226,0.29
110236,0.38
110249,0.42
110257,0.43
110258,0.36
110277,0.29
110282,0.36
110284,0.33
110286,0.39
110289,0.25
110304,0.41
110319,0.48
110324,0.4
110326,0.29
110335,0.33
110337,0.43
110338,0.32
110343,0.41
110345,0.27
110347,0.36
110355,0.38
110359,0.31
110360,0.37
110364,0.46
110371,0.47
110372,0.29
110376,0.49
110379,0.39
110380,0.41
110393,0.41
110401,0.41
110406,0.35
110411,0.4
110416,0.38
110420,0.33
110443,0.41
110465,0.38
110468,0.5
110469,0.36
110471,0.41
110487,0.43
110491,0.41
110504,0.51
110547,0.3
110550,0.38
110559,0.44
110578,0.48
110582,0.4
110590,0.33
110598,0.39
110601,0.34
110602,0.38
110604,0.4
110625,0.58
110626,0.46
110636,0.45
110637,0.38
110638,0.45
110646,0.37
110648,0.32
110652,0.42
110681,0.38
110682,0.38
110687,0.42
110691,0.4
110694,0.32
110695,0.29
110696,0.32
110708,0.34
110710,0.3
110717,0.34
110730,0.31
110740,0.39
110742,0.36
110747,0.36
110761,0.34
110766,0.31
110769,0.3
110774,0.42
110803,0.43
110805,0.4
110809,0.5
110827,0.44
110832,0.35
110839,0.47
110859,0.43
110861,0.37
110863,0.39
110865,0.46
110881,0.49
110889,0.34
110891,0.33
110894,0.37
110895,0.31
110907,0.41
110914,0.4
110933,0.35
110934,0.34
110937,0.34
110953,0.34
110954,0.3
110958,0.48
110970,0.43
110974,0.36
110977,0.35
110989,0.47
110993,0.41
110994,0.39
111018,0.34
111019,0.32
111030,0.41
111032,0.42
111041,0.43
111045,0.29
111048,0.36
111052,0.43
111070,0.49
111084,0.36
111091,0.44
111104,0.32
111108,0.42
111112,0.33
111127,0.28
111142,0.32
111146,0.37
111165,0.41
111168,0.4
111169,0.52
111172,0.33
111173,0.31
111174,0.29
111175,0.42
111176,0.35
111177,0.38
111180,0.32
111182,0.34
111192,0.38
111194,0.43
111196,0.43
111197,0.34
111198,0.32
111205,0.43
111207,0.31
111222,0.33
111228,0.39
111233,0.39
111256,0.34
111258,0.33
111262,0.38
111263,0.42
111267,0.32
111269,0.35
111276,0.4
111277,0.4
111279,0.32
111290,0.32
111294,0.3
111295,0.43
111315,0.44
111318,0.31
111327,0.35
111328,0.31
111332,0.33
111338,0.41
111343,0.41
111344,0.4
111345,0.44
111347,0.37
111356,0.3
111359,0.35
111367,0.45
111368,0.4
111391,0.48
111408,0.28
111412,0.32
111419,0.47
111422,0.32
111423,0.49
111439,0.45
111452,0.55
111456,0.4
111467,0.38
111478,0.36
111482,0.38
111488,0.46
111503,0.46
111510,0.35
111512,0.35
111518,0.36
111532,0.33
111537,0.3
111541,0.4
111544,0.55
111550,0.37
111554,0.48
111560,0.45
111566,0.32
111567,0.43
111592,0.37
111618,0.45
111620,0.44
111627,0.4
111641,0.42
111646,0.49
111652,0.38
111657,0.37
111664,0.4
111665,0.36
111669,0.4
111673,0.42
111687,0.29
111688,0.3
111689,0.36
111694,0.37
111695,0.42
111698,0.41
111703,0.32
111709,0.32
111712,0.32
111715,0.42
111724,0.4
111730,0.46
111747,0.31
111760,0.47
111761,0.4
111763,0.36
111776,0.41
111777,0.34
111781,0.38
111793,0.38
111804,0.46
111810,0.52
111816,0.31
111818,0.51
111830,0.46
111832,0.36
111841,0.33
111842,0.43
111843,0.45
111846,0.51
111848,0.42
111856,0.28
111857,0.35
111877,0.45
111882,0.41
111883,0.42
111891,0.26
111893,0.37
111901,0.38
111912,0.37
111913,0.28
111955,0.36
111958,0.39
111960,0.47
111967,0.41
112000,0.43
112003,0.5
112015,0.39
112019,0.49
112020,0.38
112028,0.39
112029,0.4
112031,0.47
112039,0.33
112042,0.32
112049,0.36
112052,0.45
112054,0.32
112055,0.44
112063,0.45
112070,0.4
112071,0.44
112080,0.37
112083,0.31
112085,0.4
112089,0.39
112098,0.49
112100,0.47
112105,0.45
112124,0.34
112126,0.44
112127,0.4
112128,0.32
112148,0.34
112149,0.49
112165,0.34
112170,0.37
112171,0.4
112176,0.41
112186,0.32
112199,0.38
112203,0.38
112214,0.43
112215,0.4
112216,0.37
112224,0.4
112225,0.43
112231,0.45
112234,0.38
112235,0.29
112236,0.45
112254,0.44
112265,0.44
112271,0.39
112284,0.32
112287,0.41
112295,0.4
112303,0.48
112307,0.42
112310,0.31
112312,0.49
112313,0.29
112326,0.36
112333,0.41
112334,0.25
112339,0.49
112347,0.44
112350,0.39
112356,0.38
112357,0.35
112359,0.47
112360,0.39
112371,0.37
112385,0.38
112392,0.34
112401,0.45
112405,0.45
112414,0.47
112429,0.44
112448,0.45
112467,0.38
112468,0.43
112469,0.32
112491,0.45
112500,0.43
112510,0.44
112535,0.44
112537,0.37
112551,0.38
112552,0.42
112556,0.38
112577,0.41
112590,0.42
112593,0.4
112596,0.5
112601,0.31
112604,0.42
112622,0.33
112655,0.46
112663,0.35
112667,0.38
112670,0.36
112676,0.36
112677,0.27
112679,0.38
112683,0.35
112688,0.4
112692,0.44
112696,0.45
112702,0.35
112709,0.34
112720,0.39
112735,0.47
112738,0.34
112742,0.43
112748,0.37
112749,0.4
112766,0.34
112767,0.35
112769,0.47
112771,0.4
112775,0.41
112794,0.32
112795,0.38
112796,0.36
112815,0.35
112817,0.36
112821,0.43
112822,0.46
112829,0.41
112831,0.42
112835,0.38
112838,0.48
112842,0.37
112844,0.44
112845,0.3
112846,0.26
112847,0.34
112867,0.42
112868,0.38
112874,0.36
112879,0.31
112882,0.35
112886,0.34
112895,0.33
112896,0.4
112902,0.4
112904,0.46
112917,0.44
112932,0.39
112944,0.27
112946,0.47
112947,0.49
112948,0.36
112966,0.48
112967,0.43
112971,0.45
112973,0.38
112974,0.41
112978,0.44
112988,0.51
112992,0.46
113003,0.49
113004,0.41
113007,0.41
113020,0.45
113025,0.47
113032,0.46
113042,0.4
113047,0.46
113066,0.34
113067,0.38
113071,0.46
113087,0.44
113108,0.34
113109,0.37
113123,0.36
113128,0.56
113134,0.48
113151,0.4
113175,0.4
113181,0.4
113188,0.47
113191,0.4
113193,0.51
113201,0.41
113209,0.39
113222,0.37
113248,0.32
113272,0.43
113276,0.34
113287,0.33
113302,0.38
113308,0.35
113316,0.43
113318,0.36
113320,0.43
113322,0.45
113325,0.4
113326,0.4
113332,0.34
113346,0.46
113352,0.39
113361,0.26
113362,0.32
113365,0.39
113366,0.38
113368,0.34
113382,0.38
113385,0.49
113390,0.38
113391,0.43
113393,0.41
113396,0.46
113397,0.34
113402,0.43
113403,0.45
113405,0.38
113406,0.37
113410,0.46
113413,0.33
113418,0.4
113419,0.42
113435,0.4
113438,0.4
113447,0.37
113458,0.44
113466,0.25
113475,0.44
113482,0.5
113490,0.4
113505,0.36
113508,0.33
113520,0.37
113532,0.3
113535,0.37
113549,0.33
113557,0.47
113558,0.23
113561,0.28
113566,0.34
113569,0.33
113574,0.35
113576,0.41
113577,0.28
113585,0.32
113587,0.47
113599,0.51
113601,0.36
113602,0.41
113605,0.39
113609,0.35
113611,0.48
113616,0.26
113627,0.57
113631,0.4
113643,0.4
113652,0.39
113657,0.42
113659,0.39
113672,0.48
113680,0.43
113692,0.47
113694,0.32
113695,0.5
113701,0.34
113733,0.31
113738,0.46
113740,0.4
113742,0.39
113777,0.27
113783,0.39
113788,0.31
113789,0.29
113791,0.42
113795,0.43
113799,0.38
113805,0.4
113820,0.45
113822,0.38
113824,0.38
113829,0.39
113832,0.44
113833,0.4
113841,0.31
113849,0.37
113862,0.39
113863,0.47
113864,0.38
113870,0.35
113875,0.48
113882,0.37
113887,0.38
113894,0.43
113909,0.28
113930,0.5
113936,0.48
113939,0.41
113942,0.44
113943,0.45
113945,0.48
113947,0.37
113950,0.24
113951,0.51
113957,0.42
113966,0.38
113967,0.41
113977,0.39
113984,0.35
113986,0.33
113992,0.35
113998,0.27
113999,0.46
114003,0.34
